Date,Time,Total Yield[kWh],Solar Irradiance,Temprature (2 meters),Precipitation,Wind Speed (10 meters),Wind Direction (10 meters)
05/11/2022,07:00:00,0,7.46,9.32,0.49,6.19,170.78
05/11/2022,08:00:00,0,33.05,9.34,0.27,6.94,163.32
05/11/2022,09:00:00,0.244,21.08,9.51,0.25,7.46,160.67
05/11/2022,10:00:00,2.099,53.19,9.98,0.29,7.75,162.64
05/11/2022,11:00:00,1.607,101.34,10.62,0.37,7.48,168.3
05/11/2022,12:00:00,2.677,100.86,11.51,0.45,6.66,180.61
05/11/2022,13:00:00,2.028,81.08,12.65,0.34,6.06,214.76
05/11/2022,14:00:00,1.845,29.84,13.23,0.17,6.02,249.33
05/11/2022,15:00:00,1.016,17.93,12.96,0.07,5.47,269.43
05/11/2022,16:00:00,0.671,6.92,11.39,0.02,4.51,277.37
05/11/2022,17:00:00,0.115,0,10.01,0,3.78,272.73
05/11/2022,18:00:00,0,0,9.38,0,3.41,259.31
05/11/2022,19:00:00,0,0,9.05,0,3.3,238.76
05/11/2022,20:00:00,0,0,8.94,0,3.47,219.53
05/11/2022,21:00:00,0,0,9.3,0,3.63,205.24
05/11/2022,22:00:00,0,0,9.58,0,3.84,195.11
05/11/2022,23:00:00,0,0,9.6,0,4.14,188.25
05/11/2022,00:00:00,0,0,9.44,0,4.45,184.33
06/11/2022,01:00:00,0,0,9,0,4.67,180.29
06/11/2022,02:00:00,0,0,8.58,0.01,5,176.86
06/11/2022,03:00:00,0,0,8.82,0.01,5.78,174.81
06/11/2022,04:00:00,0,0,8.86,0.01,6,171.47
06/11/2022,05:00:00,0,0,9.09,0.02,6,170.26
06/11/2022,06:00:00,0,0,9.37,0.02,5.9,170.77
06/11/2022,07:00:00,0,7.32,9.47,0.03,5.74,174.54
06/11/2022,08:00:00,0.017,50.92,9.79,0.04,5.83,176.16
06/11/2022,09:00:00,0.666,94,10.34,0.05,6.18,173.83
06/11/2022,10:00:00,1.517,136.29,10.98,0.08,6.37,173.81
06/11/2022,11:00:00,3.311,176.53,11.65,0.09,6.51,177.32
06/11/2022,12:00:00,6.284,136.18,12.13,0.1,6.47,182.15
06/11/2022,13:00:00,1.95,105.03,12.35,0.11,6.31,188.76
06/11/2022,14:00:00,1.676,72.55,12.26,0.18,6.01,191.92
06/11/2022,15:00:00,1.702,41.93,11.69,0.3,5.89,192.95
06/11/2022,16:00:00,1.187,7.74,10.86,0.43,6.05,194.83
06/11/2022,17:00:00,0.009,0,10.42,0.37,6.38,195.99
06/11/2022,18:00:00,0,0,10.24,0.14,6.62,200.23
06/11/2022,19:00:00,0,0,10.18,0.11,6.72,207.34
06/11/2022,20:00:00,0,0,10.09,0.08,6.65,211.84
06/11/2022,21:00:00,0,0,9.91,0.05,6.46,214.96
06/11/2022,22:00:00,0,0,9.7,0.04,6.26,217.86
06/11/2022,23:00:00,0,0,9.58,0.02,6.26,220.85
06/11/2022,00:00:00,0,0,9.41,0.01,6.08,221.35
07/11/2022,01:00:00,0,0,9.45,0.01,5.93,218.64
07/11/2022,02:00:00,0,0,9.61,0.01,5.7,211.49
07/11/2022,03:00:00,0,0,9.51,0.03,5.51,197.74
07/11/2022,04:00:00,0,0,9.61,0.11,6.05,184.81
07/11/2022,05:00:00,0,0,9.81,0.21,6.85,177.71
07/11/2022,06:00:00,0,0,9.97,0.16,7.34,175.97
07/11/2022,07:00:00,0,6.63,10.22,0.08,7.71,177.04
07/11/2022,08:00:00,0,32.27,10.69,0.07,8,178.49
07/11/2022,09:00:00,0.187,61.99,11.4,0.13,7.91,179.94
07/11/2022,10:00:00,1.901,86.78,12.03,0.21,7.66,180.23
07/11/2022,11:00:00,1.916,126.9,12.57,0.21,7.54,178.75
07/11/2022,12:00:00,2.181,132.22,13.09,0.37,7.68,175.86
07/11/2022,13:00:00,2.484,74.36,13.5,0.5,7.79,175.06
07/11/2022,14:00:00,2.084,69.91,13.75,0.27,7.95,173.74
07/11/2022,15:00:00,1.237,24.58,13.67,0.15,8.64,174.34
07/11/2022,16:00:00,0.14,6.2,13.35,0.06,9.59,176.73
07/11/2022,17:00:00,0,0,13.02,0.04,10.17,173.3
07/11/2022,18:00:00,0,0,12.85,0.13,10.74,170.58
07/11/2022,19:00:00,0,0,12.83,0.18,11.4,169.41
07/11/2022,20:00:00,0,0,12.86,0.14,12.02,171.17
07/11/2022,21:00:00,0,0,12.96,0.17,12.12,173.86
07/11/2022,22:00:00,0,0,13.05,0.67,11.92,178.08
07/11/2022,23:00:00,0,0,13.08,1.16,10.82,187.59
07/11/2022,00:00:00,0,0,12.89,1.1,9.27,200.42
08/11/2022,01:00:00,0,0,12.32,0.38,7.48,208.79
08/11/2022,02:00:00,0,0,11.51,0.14,5.52,211.58
08/11/2022,03:00:00,0,0,10.75,0.04,4.55,208.41
08/11/2022,04:00:00,0,0,10.37,0.01,4.77,200.3
08/11/2022,05:00:00,0,0,10.12,0.01,5.51,190.54
08/11/2022,06:00:00,0,0,9.62,0.02,6.47,183.18
08/11/2022,07:00:00,0,6.77,9.57,0.06,7.69,176.04
08/11/2022,08:00:00,0,46.19,9.83,0.12,8.88,171.65
08/11/2022,09:00:00,1.572,100.91,10.53,0.17,9.18,170.84
08/11/2022,10:00:00,3.634,124.38,11.58,0.15,9.39,178.57
08/11/2022,11:00:00,3.192,164.37,12.58,0.21,9.34,188.9
08/11/2022,12:00:00,5.403,158.68,12.92,0.22,9.66,197.07
08/11/2022,13:00:00,3.469,141.11,12.65,0.14,10.08,199.76
08/11/2022,14:00:00,7.747,113.67,12.19,0.21,9.92,198.51
08/11/2022,15:00:00,2.043,33.45,11.64,0.25,9.68,198.1
08/11/2022,16:00:00,0.219,0,11.16,0.31,9.35,199.78
08/11/2022,17:00:00,0.017,0,10.99,0.24,8.72,202.59
08/11/2022,18:00:00,0,0,11.08,0.21,8.08,207.09
08/11/2022,19:00:00,0,0,11.15,0.1,7.72,214.03
08/11/2022,20:00:00,0,0,10.88,0.04,7.43,218.68
08/11/2022,21:00:00,0,0,10.51,0.07,7.05,217.98
08/11/2022,22:00:00,0,0,10.14,0.1,6.63,214.63
08/11/2022,23:00:00,0,0,10.3,0.11,6.81,217.5
08/11/2022,00:00:00,0,0,10.39,0.11,6.61,224.14
09/11/2022,01:00:00,0,0,10.64,0.1,6.46,231.73
09/11/2022,02:00:00,0,0,10.74,0.1,6.17,235.99
09/11/2022,03:00:00,0,0,10.68,0.12,5.87,237.56
09/11/2022,04:00:00,0,0,10.47,0.21,5.62,236.86
09/11/2022,05:00:00,0,0,10.08,0.3,5.27,233.39
09/11/2022,06:00:00,0,0,10.06,0.25,5.45,232.23
09/11/2022,07:00:00,0,7.32,9.82,0.25,5.57,233.27
09/11/2022,08:00:00,0,52.29,10.08,0.25,5.98,235.44
09/11/2022,09:00:00,2.849,115.16,10.82,0.28,6.45,238.43
09/11/2022,10:00:00,3.574,191.62,11.41,0.28,6.88,243.73
09/11/2022,11:00:00,9.3,250.66,11.79,0.19,7.27,246.44
09/11/2022,12:00:00,12.301,256.52,11.94,0.09,7.84,247.93
09/11/2022,13:00:00,10.197,206.25,12.01,0.06,8.07,247.63
09/11/2022,14:00:00,9.298,122.48,11.91,0.04,7.83,245.22
09/11/2022,15:00:00,4.763,53.49,11.55,0.03,7.22,238.69
09/11/2022,16:00:00,2.128,0,10.72,0.02,6.59,233.33
09/11/2022,17:00:00,0.014,0,10.19,0.01,6.33,227.25
09/11/2022,18:00:00,0,0,10.31,0.01,6.59,222.94
09/11/2022,19:00:00,0,0,10.15,0.01,6.58,221.73
09/11/2022,20:00:00,0,0,10.15,0.02,6.59,217.39
09/11/2022,21:00:00,0,0,10.44,0.03,6.93,213.37
09/11/2022,22:00:00,0,0,10.85,0.03,7.47,214.04
09/11/2022,23:00:00,0,0,11.26,0.03,8.14,217.35
09/11/2022,00:00:00,0,0,11.62,0.05,8.62,218.56
10/11/2022,01:00:00,0,0,11.98,0.06,9.04,220.86
10/11/2022,02:00:00,0,0,12.17,0.07,9.13,221.91
10/11/2022,03:00:00,0,0,12.32,0.07,9.13,220
10/11/2022,04:00:00,0,0,12.37,0.06,9.05,216.37
10/11/2022,05:00:00,0,0,12.41,0.07,8.88,214.07
10/11/2022,06:00:00,0,0,12.48,0.05,8.96,211.89
10/11/2022,07:00:00,0,6.92,12.69,0.03,9.44,209.28
10/11/2022,08:00:00,0,38.4,13.06,0.03,10.04,211.09
10/11/2022,09:00:00,0.775,65.7,13.51,0.04,10.3,212.13
10/11/2022,10:00:00,1.673,105.34,13.94,0.04,10.65,211.74
10/11/2022,11:00:00,1.89,135.27,14.23,0.04,10.67,210.49
10/11/2022,12:00:00,1.525,143.07,14.49,0.03,10.54,209.49
10/11/2022,13:00:00,2.153,95.06,14.58,0.04,10.71,210.14
10/11/2022,14:00:00,1.595,73.28,14.3,0.05,10.8,208.81
10/11/2022,15:00:00,1.624,25.57,13.94,0.04,11,206.77
10/11/2022,16:00:00,0.161,0,13.52,0.03,11.2,205.62
10/11/2022,17:00:00,0.003,0,13.31,0.03,11.33,205.88
10/11/2022,18:00:00,0,0,13.34,0.01,11.35,207.52
10/11/2022,19:00:00,0,0,13.47,0.01,11.38,208.13
10/11/2022,20:00:00,0,0,13.53,0.01,11.35,205.88
10/11/2022,21:00:00,0,0,13.65,0.01,11.16,205.85
10/11/2022,22:00:00,0,0,13.78,0.01,10.88,207.41
10/11/2022,23:00:00,0,0,13.72,0.01,10.49,207.35
10/11/2022,00:00:00,0,0,13.58,0.01,10.23,206.33
11/11/2022,01:00:00,0,0,13.48,0.01,9.96,205.72
11/11/2022,02:00:00,0,0,13.41,0.01,9.64,204.53
11/11/2022,03:00:00,0,0,13.39,0.01,9.43,202.66
11/11/2022,04:00:00,0,0,13.48,0.01,9.48,200.75
11/11/2022,05:00:00,0,0,13.55,0.01,9.74,199.6
11/11/2022,06:00:00,0,0,13.56,0.01,9.92,198.55
11/11/2022,07:00:00,0,0,13.51,0.01,9.95,197.51
11/11/2022,08:00:00,0,41.14,13.66,0.01,10.03,197.36
11/11/2022,09:00:00,0.024,61.59,14.23,0.01,10.21,198.74
11/11/2022,10:00:00,0.25,96.96,14.96,0,10.4,201.42
11/11/2022,11:00:00,0.942,121.36,15.58,0.01,10.6,203.92
11/11/2022,12:00:00,2.69,131.46,15.91,0.01,10.76,205.91
11/11/2022,13:00:00,2.545,118.86,16.01,0.01,10.63,207.15
11/11/2022,14:00:00,1.191,64.48,15.87,0.01,10.13,207.36
11/11/2022,15:00:00,0.901,42.46,15.34,0.01,9.37,206.82
11/11/2022,16:00:00,0.115,0,14.48,0.01,8.48,204.72
11/11/2022,17:00:00,0,0,13.93,0.01,7.98,201.54
11/11/2022,18:00:00,0,0,13.66,0.02,7.64,199.05
11/11/2022,19:00:00,0,0,13.38,0.02,7.15,197.35
11/11/2022,20:00:00,0,0,12.99,0.02,6.56,195.67
11/11/2022,21:00:00,0,0,12.48,0.01,5.83,193.96
11/11/2022,22:00:00,0,0,12.06,0.01,5.25,191.76
11/11/2022,23:00:00,0,0,11.79,0.01,5.2,187.25
11/11/2022,00:00:00,0,0,11.46,0.01,5.27,179.32
12/11/2022,01:00:00,0,0,11.01,0,5.29,172.79
12/11/2022,02:00:00,0,0,10.47,0,5.34,166.21
12/11/2022,03:00:00,0,0,10.08,0.01,5.44,162.89
12/11/2022,04:00:00,0,0,9.71,0,5.37,161.78
12/11/2022,05:00:00,0,0,9.43,0.01,5.38,161.54
12/11/2022,06:00:00,0,0,9.23,0.01,5.47,159.7
12/11/2022,07:00:00,0,0,8.98,0.01,5.6,155.62
12/11/2022,08:00:00,0.002,65.18,9.11,0.01,6.03,150.91
12/11/2022,09:00:00,1.497,143.25,9.79,0,6.32,148.39
12/11/2022,10:00:00,2.413,194.21,10.51,0,6.39,148.7
12/11/2022,11:00:00,5.333,226.85,11.12,0,6.55,151.42
12/11/2022,12:00:00,6.577,214.14,11.84,0,6.27,151.42
12/11/2022,13:00:00,6.264,183.57,12.83,0,5.9,150.69
12/11/2022,14:00:00,7.682,127.84,13.44,0,5.54,148.15
12/11/2022,15:00:00,3.777,55.34,13.25,0,5.22,142.05
12/11/2022,16:00:00,0.793,0,12.32,0,5.46,137.2
12/11/2022,17:00:00,0,0,11.9,0,6.25,136.82
12/11/2022,18:00:00,0,0,11.48,0,6.5,139.24
12/11/2022,19:00:00,0,0,11.12,0,6.54,142.97
12/11/2022,20:00:00,0,0,10.85,0,6.4,146.45
12/11/2022,21:00:00,0,0,10.65,0,6.2,148.61
12/11/2022,22:00:00,0,0,10.51,0,6.07,149.87
12/11/2022,23:00:00,0,0,10.39,0,6,149.89
12/11/2022,00:00:00,0,0,10.28,0,6.09,148.33
13/11/2022,01:00:00,0,0,10.15,0,6.3,146.17
13/11/2022,02:00:00,0,0,10.01,0,6.59,143.82
13/11/2022,03:00:00,0,0,9.83,0.01,6.73,142.03
13/11/2022,04:00:00,0,0,9.65,0.01,6.73,140.6
13/11/2022,05:00:00,0,0,9.52,0.01,6.8,139.66
13/11/2022,06:00:00,0,0,9.4,0.01,6.99,138.04
13/11/2022,07:00:00,0,0,9.27,0.01,7.28,135.43
13/11/2022,08:00:00,0,59.48,9.37,0.01,7.64,133.18
13/11/2022,09:00:00,0.41,144.2,10.36,0,7.92,132.96
13/11/2022,10:00:00,1.574,192.9,11.52,0,7.78,130.2
13/11/2022,11:00:00,6.165,224.05,12.73,0,7.9,129.62
13/11/2022,12:00:00,10.478,258.06,13.76,0,8.07,132.29
13/11/2022,13:00:00,9.204,204.52,14.25,0,7.68,131.62
13/11/2022,14:00:00,7.465,112.46,14.15,0,7.33,129.38
13/11/2022,15:00:00,3.447,46.76,13.4,0,7.34,127.3
13/11/2022,16:00:00,0.355,0,12.23,0,7.59,127.01
13/11/2022,17:00:00,0.001,0,11.41,0,7.66,127.42
13/11/2022,18:00:00,0,0,10.99,0.01,7.6,129.16
13/11/2022,19:00:00,0,0,10.64,0.01,7.42,130.65
13/11/2022,20:00:00,0,0,10.33,0.01,7.27,131.56
13/11/2022,21:00:00,0,0,10.08,0.01,7.01,132.92
13/11/2022,22:00:00,0,0,9.84,0.01,6.75,133.55
13/11/2022,23:00:00,0,0,9.58,0.01,6.53,132.53
13/11/2022,00:00:00,0,0,9.3,0.01,6.49,129.48
14/11/2022,01:00:00,0,0,9.05,0.01,6.55,128.51
14/11/2022,02:00:00,0,0,8.82,0.01,6.43,130.71
14/11/2022,03:00:00,0,0,8.69,0.01,6.45,133.48
14/11/2022,04:00:00,0,0,8.8,0.01,6.52,137.48
14/11/2022,05:00:00,0,0,8.81,0.02,6.31,135.7
14/11/2022,06:00:00,0,0,8.87,0.02,6.22,135.31
14/11/2022,07:00:00,0,0,8.84,0.02,6.06,135.99
14/11/2022,08:00:00,0,35.16,8.97,0.02,5.96,138.45
14/11/2022,09:00:00,0.168,94.91,9.69,0.02,5.83,145.1
14/11/2022,10:00:00,0.995,132,10.5,0.02,5.3,149.99
14/11/2022,11:00:00,2.368,147.45,11.82,0.01,4.84,158.99
14/11/2022,12:00:00,5.41,135.93,12.9,0.01,4.29,168.34
14/11/2022,13:00:00,2.211,95.62,13.35,0.03,3.62,175.3
14/11/2022,14:00:00,3.566,45.73,13.28,0.05,2.91,180.15
14/11/2022,15:00:00,0.922,23.25,12.61,0.06,2.22,180.2
14/11/2022,16:00:00,0.008,0,11.5,0.05,2.55,175.6
14/11/2022,17:00:00,0,0,10.96,0.04,3.07,171.95
14/11/2022,18:00:00,0,0,10.44,0.08,3.61,171.54
14/11/2022,19:00:00,0,0,9.88,0.06,4.16,173.53
14/11/2022,20:00:00,0,0,9.15,0.03,4.59,172.46
14/11/2022,21:00:00,0,0,8.54,0.01,5.05,168.05
14/11/2022,22:00:00,0,0,8.19,0.01,5.93,160.51
14/11/2022,23:00:00,0,0,8.05,0.02,7.23,152.85
14/11/2022,00:00:00,0,0,7.76,0.11,8.21,145.12
15/11/2022,01:00:00,0,0,7.64,0.32,8.97,138.21
15/11/2022,02:00:00,0,0,7.9,0.55,9.69,135.33
15/11/2022,03:00:00,0,0,8.71,0.54,10.6,138.89
15/11/2022,04:00:00,0,0,9.23,0.35,10.79,139.43
15/11/2022,05:00:00,0,0,9.49,0.84,10.68,139.6
15/11/2022,06:00:00,0,0,9.66,2.09,10.53,139.36
15/11/2022,07:00:00,0,0,9.91,3.32,10.37,143.09
15/11/2022,08:00:00,0,19.63,10.37,3.23,8.97,148.21
15/11/2022,09:00:00,0.005,28.27,10.67,2.9,6.59,156.14
15/11/2022,10:00:00,0.103,21.72,10.73,2.08,4.03,180
15/11/2022,11:00:00,0.229,40.97,10.68,1.23,3.38,242.31
15/11/2022,12:00:00,0.072,127.39,10.75,0.3,5.21,274.21
15/11/2022,13:00:00,1.532,107.87,10.69,0.02,6.49,283.57
15/11/2022,14:00:00,2.84,77.9,10.55,0,6.15,281.65
15/11/2022,15:00:00,1.389,40.94,9.75,0,4.39,275
15/11/2022,16:00:00,0.1,0,7.98,0,3.61,262.41
15/11/2022,17:00:00,0,0,7.48,0,3.2,243
15/11/2022,18:00:00,0,0,7.1,0,3.08,215.82
15/11/2022,19:00:00,0,0,6.66,0,3.41,190.43
15/11/2022,20:00:00,0,0,6.37,0,3.8,173.27
15/11/2022,21:00:00,0,0,6.3,0,4.01,161.71
15/11/2022,22:00:00,0,0,6.33,0.01,4.17,152.52
15/11/2022,23:00:00,0,0,6.41,0.04,4.54,145.87
15/11/2022,00:00:00,0,0,6.39,0.06,4.97,143.89
16/11/2022,01:00:00,0,0,6.4,0.13,5.34,146.64
16/11/2022,02:00:00,0,0,6.54,0.19,5.48,151.02
16/11/2022,03:00:00,0,0,6.83,0.18,5.58,152.75
16/11/2022,04:00:00,0,0,7.15,0.17,5.6,153.94
16/11/2022,05:00:00,0,0,7.41,0.2,5.55,155.82
16/11/2022,06:00:00,0,0,7.51,0.24,5.54,156.65
16/11/2022,07:00:00,0,0,7.45,0.23,5.44,156.3
16/11/2022,08:00:00,0,51.59,7.37,0.17,5.39,152.25
16/11/2022,09:00:00,0.249,128.09,7.62,0.13,5.58,150.21
16/11/2022,10:00:00,4.645,190.72,7.82,0.08,5.6,147.64
16/11/2022,11:00:00,9.149,205.1,8.01,0.08,5.69,144.39
16/11/2022,12:00:00,6.566,191.3,8.22,0.08,5.68,141.25
16/11/2022,13:00:00,2.978,142.21,8.38,0.07,5.55,135.23
16/11/2022,14:00:00,3.566,87.43,8.44,0.05,5.43,127.58
16/11/2022,15:00:00,1.459,32.39,8.24,0.05,5.2,121.8
16/11/2022,16:00:00,0.168,0,7.83,0.05,5,118.37
16/11/2022,17:00:00,0,0,7.85,0.03,5.15,114.58
16/11/2022,18:00:00,0,0,7.66,0.01,4.8,108.23
16/11/2022,19:00:00,0,0,7.23,0.01,4.39,98.59
16/11/2022,20:00:00,0,0,7.05,0.01,4.15,88.71
16/11/2022,21:00:00,0,0,6.9,0.03,3.95,78.6
16/11/2022,22:00:00,0,0,7.02,0.04,3.92,67.27
16/11/2022,23:00:00,0,0,7.3,0.07,4.13,53
16/11/2022,00:00:00,0,0,7.5,0.07,4.3,38.58
17/11/2022,01:00:00,0,0,7.61,0.08,4.41,24.7
17/11/2022,02:00:00,0,0,7.78,0.09,4.64,13.15
17/11/2022,03:00:00,0,0,7.9,0.08,4.7,1.43
17/11/2022,04:00:00,0,0,8.02,0.1,5.04,350.45
17/11/2022,05:00:00,0,0,8.14,0.18,5.36,342.96
17/11/2022,06:00:00,0,0,8.29,0.29,5.64,335.6
17/11/2022,07:00:00,0,0,8.47,0.48,5.94,328
17/11/2022,08:00:00,0,22.67,8.73,0.7,6.42,322.87
17/11/2022,09:00:00,0.023,39.16,9.16,0.88,7.08,320.73
17/11/2022,10:00:00,0.932,62.23,9.4,0.97,7.78,319.19
17/11/2022,11:00:00,1.117,57.95,9.44,0.98,8.18,316.66
17/11/2022,12:00:00,1.398,56.7,9.49,0.98,8.47,313.77
17/11/2022,13:00:00,0.88,49.02,9.5,1.05,8.73,311.74
17/11/2022,14:00:00,0.459,35.16,9.41,1.18,8.71,309.61
17/11/2022,15:00:00,0.391,20.1,9.3,1.26,8.57,309.12
17/11/2022,16:00:00,0.023,0,9.21,1.18,8.21,309.63
17/11/2022,17:00:00,0,0,9.18,1.02,7.99,309.48
17/11/2022,18:00:00,0,0,9.15,1.14,7.82,309.24
17/11/2022,19:00:00,0,0,9.13,0.81,7.72,307.73
17/11/2022,20:00:00,0,0,9.11,0.51,7.86,306.14
17/11/2022,21:00:00,0,0,9.08,0.27,7.85,304.37
17/11/2022,22:00:00,0,0,9.02,0.17,7.93,303.09
17/11/2022,23:00:00,0,0,8.94,0.13,8.18,302.4
17/11/2022,00:00:00,0,0,8.93,0.12,8.49,300.79
18/11/2022,01:00:00,0,0,8.98,0.11,8.7,299.26
18/11/2022,02:00:00,0,0,9.04,0.1,8.88,297.47
18/11/2022,03:00:00,0,0,9.09,0.09,9.1,295.91
18/11/2022,04:00:00,0,0,9.1,0.08,9.15,294.9
18/11/2022,05:00:00,0,0,9.11,0.09,9.07,293.45
18/11/2022,06:00:00,0,0,9.08,0.09,8.94,293
18/11/2022,07:00:00,0,0,9.12,0.1,8.56,292.02
18/11/2022,08:00:00,0,31.29,9.19,0.1,8.18,289.87
18/11/2022,09:00:00,0.224,74.42,9.57,0.12,8.18,287.33
18/11/2022,10:00:00,1.197,106.16,9.95,0.15,8.43,285.53
18/11/2022,11:00:00,1.36,147.27,10.22,0.18,8.82,285.42
18/11/2022,12:00:00,3.051,142.95,10.26,0.19,8.95,285.75
18/11/2022,13:00:00,4.937,103.1,10.33,0.2,8.66,286.24
18/11/2022,14:00:00,4.244,62.59,10.26,0.19,8.2,287.52
18/11/2022,15:00:00,1.241,25.16,9.94,0.17,7.75,288.69
18/11/2022,16:00:00,0.125,0,9.63,0.13,7.53,289.64
18/11/2022,17:00:00,0,0,9.55,0.13,7.3,290.69
18/11/2022,18:00:00,0,0,9.56,0.31,7.17,293.3
18/11/2022,19:00:00,0,0,9.46,0.26,6.9,295.9
18/11/2022,20:00:00,0,0,9.28,0.16,6.52,298.41
18/11/2022,21:00:00,0,0,9.07,0.09,6.2,300.86
18/11/2022,22:00:00,0,0,8.81,0.04,5.99,303.5
18/11/2022,23:00:00,0,0,8.65,0.02,5.75,306.99
18/11/2022,00:00:00,0,0,8.37,0.01,5.13,312.16
19/11/2022,01:00:00,0,0,8.01,0.01,4.59,317.48
19/11/2022,02:00:00,0,0,7.95,0.01,4.45,318.98
19/11/2022,03:00:00,0,0,7.9,0.01,4.49,317.89
19/11/2022,04:00:00,0,0,7.8,0.01,4.22,320.71
19/11/2022,05:00:00,0,0,7.54,0.01,3.79,327.36
19/11/2022,06:00:00,0,0,7.39,0.01,3.52,331.5
19/11/2022,07:00:00,0,0,7.4,0.02,3.08,336.69
19/11/2022,08:00:00,0,44.98,7.72,0.02,2.28,346.73
19/11/2022,09:00:00,0.935,119.23,8.79,0.02,1.16,2.32
19/11/2022,10:00:00,2.711,160.63,9.5,0.03,0.37,86.35
19/11/2022,11:00:00,2.66,227.12,9.98,0.09,1.13,172.43
19/11/2022,12:00:00,9.325,236.24,10.19,0.09,1.96,189.39
19/11/2022,13:00:00,5.739,129.73,10.18,0.06,2.4,192.23
19/11/2022,14:00:00,4.393,90.96,9.98,0.04,2.56,186.13
19/11/2022,15:00:00,1.257,28.84,8.97,0.02,2.73,173.93
19/11/2022,16:00:00,0.603,0,7.84,0.02,3.48,165.03
19/11/2022,17:00:00,0,0,7.49,0.01,4.1,164.08
19/11/2022,18:00:00,0,0,7.22,0,4.57,164.42
19/11/2022,19:00:00,0,0,7.05,0.02,4.89,165.48
19/11/2022,20:00:00,0,0,7.01,0.09,5.21,166.82
19/11/2022,21:00:00,0,0,6.84,0.21,5.68,165.83
19/11/2022,22:00:00,0,0,6.66,0.29,6.09,162.54
19/11/2022,23:00:00,0,0,6.5,0.4,6.53,156.84
19/11/2022,00:00:00,0,0,6.33,0.66,7.1,152.96
20/11/2022,01:00:00,0,0,6.28,0.84,7,151.46
20/11/2022,02:00:00,0,0,6.44,0.66,5.81,158.79
20/11/2022,03:00:00,0,0,6.94,0.32,4.52,186.85
20/11/2022,04:00:00,0,0,7.51,0.1,4.08,231.07
20/11/2022,05:00:00,0,0,7.58,0.03,4.69,261.96
20/11/2022,06:00:00,0,0,7.77,0.03,5.69,272.91
20/11/2022,07:00:00,0,0,8.19,0.03,6.64,273.37
20/11/2022,08:00:00,0,36.29,8.43,0.04,7.05,271.27
20/11/2022,09:00:00,0.359,117.52,8.65,0.03,6.67,268.66
20/11/2022,10:00:00,3.433,169.54,8.98,0.06,6.14,265.41
20/11/2022,11:00:00,5.07,177.2,9.25,0.12,6.17,262.06
20/11/2022,12:00:00,6.785,126.06,9.12,0.25,6.23,259.45
20/11/2022,13:00:00,4.057,68.94,8.84,0.4,6.56,258.4
20/11/2022,14:00:00,1.661,49.54,8.47,0.38,6.76,258.2
20/11/2022,15:00:00,0.223,23.17,8.08,0.18,6.57,259.02
20/11/2022,16:00:00,0.787,0,7.75,0.06,6.42,261.6
20/11/2022,17:00:00,0.001,0,7.68,0.04,6.51,266.08
20/11/2022,18:00:00,0,0,7.87,0.05,6.93,273.56
20/11/2022,19:00:00,0,0,7.83,0.03,6.37,280.81
20/11/2022,20:00:00,0,0,7.43,0.01,5.16,284.65
20/11/2022,21:00:00,0,0,6.4,0,4.23,278.71
20/11/2022,22:00:00,0,0,6.15,0,3.75,263.78
20/11/2022,23:00:00,0,0,6.09,0,3.3,237.66
20/11/2022,00:00:00,0,0,6.05,0,3.32,202.15
21/11/2022,01:00:00,0,0,5.69,0,3.77,172.14
21/11/2022,02:00:00,0,0,5.49,0,4.55,152.82
21/11/2022,03:00:00,0,0,5.55,0,5.56,143
21/11/2022,04:00:00,0,0,5.59,0,6.3,137.36
21/11/2022,05:00:00,0,0,5.49,0,6.81,131.7
21/11/2022,06:00:00,0,0,5.58,0.01,7.56,126.34
21/11/2022,07:00:00,0,0,5.26,0.06,7.9,123.83
21/11/2022,08:00:00,0,19.47,5.08,0.21,8.43,120.54
21/11/2022,09:00:00,0.023,34.47,5.33,0.56,9.14,118.06
21/11/2022,10:00:00,0.848,47.3,5.55,0.73,9.3,116.65
21/11/2022,11:00:00,0.883,34.45,5.86,0.86,9.09,115.44
21/11/2022,12:00:00,1.124,28.05,6.12,1.1,8.62,113.89
21/11/2022,13:00:00,0.81,26.2,6.26,1.32,8.08,112.1
21/11/2022,14:00:00,0.344,17.77,6.23,1.47,7.19,109.95
21/11/2022,15:00:00,0.031,16.38,6.04,1.52,6.37,106.83
21/11/2022,16:00:00,0,0,5.87,1.29,5.68,104.34
21/11/2022,17:00:00,0,0,5.86,1.13,4.63,101.69
21/11/2022,18:00:00,0,0,5.87,1.85,3.77,98.1
21/11/2022,19:00:00,0,0,5.91,1.59,3.2,95.75
21/11/2022,20:00:00,0,0,5.9,1.31,2.67,91.68
21/11/2022,21:00:00,0,0,5.88,0.99,2.07,80.68
21/11/2022,22:00:00,0,0,5.82,0.71,1.68,58.67
21/11/2022,23:00:00,0,0,5.83,0.58,1.71,36.82
21/11/2022,00:00:00,0,0,6.01,0.52,2,25.26
22/11/2022,01:00:00,0,0,6.2,0.42,2.31,18.56
22/11/2022,02:00:00,0,0,6.33,0.28,2.67,18.75
22/11/2022,03:00:00,0,0,6.35,0.14,2.93,23.76
22/11/2022,04:00:00,0,0,6.21,0.07,2.91,23.06
22/11/2022,05:00:00,0,0,6.03,0.04,2.99,19.86
22/11/2022,06:00:00,0,0,5.75,0.03,3.18,16.25
22/11/2022,07:00:00,0,0,5.49,0.03,3.38,13.23
